  7.1517   56.186     1.49     EE03       XX        0  49.3346 -129.2890    10.00    0.000   0.0000   1.0000   0.1000
  7.2104   55.360     2.99     CC07       XX        0  49.3346 -129.2890    10.00    0.000   0.0000   1.0000   0.3000
  7.2822   54.389     2.82     CC04       XX        0  49.3346 -129.2890    10.00    0.000   0.0000   1.0000   0.5000
  7.3546   53.396     3.56     WC01       XX        0  49.3346 -129.2890    10.00    0.000   0.0000   1.0000   1.0000
  7.2917   54.254     4.45     WW02       XX        0  49.3346 -129.2890    10.00    0.000   0.0000   1.0000   2.0000
  5.0306   84.786   293.98     WC01       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   5.0000
  4.7536   88.225   293.84     EE03       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   10.0000
  4.9333   86.007   293.96     CC04       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   0.5000
  4.8577   86.946   293.87     EC02       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   0.5000
  4.9209   86.164   294.05     CC07       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   0.5000
  4.9028   86.388   294.19     CC11       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   0.5000
  4.9290   86.062   293.99     CC05       XX        1  23.5443 143.8290     8.43    0.000   0.0000   1.0000   0.5000
  6.9590   58.838   246.85     CC02       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  6.8873   59.817   247.90     EE02       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  7.1713   55.918   247.36     WW03       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  6.9928   58.365   247.22     CC04       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  6.9368   59.148   248.46     EE03       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  6.9402   59.102   247.50     EC02       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  7.0512   57.570   247.92     CC08       XX        2 -22.1881 169.3260    10.00    0.000   0.0000   1.0000   1.0000
  5.7517   75.284   265.67     CC08       XX        3  -5.8349 151.0880    35.00    0.000   0.0000   1.0000  10.0000
  5.7782   74.917   265.98     CC11       XX        3  -5.8349 151.0880    35.00    0.000   0.0000   1.0000  10.0000
